TargetB,ID,TargetD,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,70146,10,4,24,2,11,12,10.5,6.88,11,16,124,7,18,67,3,10,27,S,1,40,59,F,U,60600,37,37781
0,70130,,2,4,1,2,20,11,11.75,12,17,41,13,31,33,6,14,13,A,0,21,62,M,H,36700,18,37781
0,70122,,1,1,1,1,25,25,25,25,15,15,8,10,10,3,4,4,E,0,30,41,M,H,37600,34,37781
0,191475,,1,11,1,7,20,20,18.64,20,26,126,10,31,74,5,15,31,A,1,0,84,U,U,28400,0,0
1,5610,10,2,60,2,14,10,10,7.52,10,4,121,36,56,131,8,17,33,A,1,28,86,M,H,66600,34,45303
1,70195,6,6,7,3,3,6,6.33,6.14,6,17,40,13,32,35,6,15,14,A,1,21,63,M,H,52900,35,56724
1,70217,10,3,5,1,1,4,6,5.2,10,18,31,12,26,25,6,12,10,A,0,21,45,F,H,32000,29,40271
0,70240,,2,5,1,4,25,25,18,25,18,80,14,36,59,6,17,24,A,0,20,40,M,H,64300,31,48454
1,70216,20,2,4,1,1,12,7.5,9.25,10,15,21,13,21,19,6,10,8,N,0,21,,M,U,36400,37,0
1,70039,13,6,30,5,15,13,12,10.13,11.4,21,127,13,31,79,6,17,33,S,1,38,47,M,U,82800,30,0
1,43595,6,4,4,2,2,5,5.75,5.75,4,15,33,11,26,26,4,11,10,A,0,40,,M,U,68400,26,0
0,70262,,3,9,0,4,20,20,15.78,,16,114,12,33,61,5,5,26,A,1,21,,F,H,29400,27,27969
0,70275,,2,2,1,1,20,20,20,20,25,33,9,26,25,4,11,10,A,0,28,35,F,H,53400,44,40316
1,70301,5,2,2,0,0,15,10,10,,18,28,10,22,20,4,4,8,A,0,11,66,F,U,84100,33,60320
0,70335,,3,12,2,7,11,12.33,8.5,13,15,113,14,34,63,6,15,24,A,0,27,40,F,H,64000,29,46962
1,70312,5,4,15,3,8,5,5.5,5.33,5.67,17,81,15,33,60,6,15,22,S,1,39,38,F,H,54900,30,57132
0,70408,,3,14,3,11,12,12.67,9.14,12.67,22,123,12,33,74,6,17,31,S,1,53,64,M,U,31100,39,33958
0,70435,,2,4,1,2,25,23.5,19.25,25,18,41,14,34,35,6,15,14,A,0,28,56,F,H,75500,39,36109
0,70433,,3,4,3,3,8,9.33,8.5,9.33,23,28,12,26,26,6,13,11,A,0,53,,F,U,38800,31,36109
0,70469,,7,41,5,21,8,7,5.68,7.2,16,128,12,33,80,5,16,32,S,1,53,82,M,U,33000,43,31976
1,11267,6,6,26,5,16,7,6.67,6.46,6.4,20,127,15,34,94,5,15,33,S,1,45,87,F,U,42800,40,0
0,70475,,3,24,1,14,10,10,11.63,10,19,130,13,32,78,6,14,30,S,1,49,65,M,H,51000,29,50759
0,70479,,4,4,3,3,25,13.75,13.75,16.67,21,32,11,25,26,4,10,9,S,1,48,47,M,H,46900,45,34017
0,70485,,3,5,1,3,15,15,13,10,18,44,13,35,38,6,17,17,A,1,51,51,M,U,33900,28,32500
1,70493,25,1,17,1,8,25,25,12,25,24,112,12,32,76,6,15,29,S,1,53,87,M,U,27900,44,0
1,65668,10,4,5,2,3,15,9.75,8.4,9.5,15,44,15,35,37,6,15,15,A,0,53,,F,U,40400,41,0
0,70504,,9,24,7,15,5,5.11,5.08,5.14,15,76,8,29,55,4,15,22,S,1,49,80,F,H,46300,33,46464
0,70532,,1,17,0,10,10,10,5.88,,15,130,9,24,63,2,2,26,E,1,35,49,M,H,165400,13,60405
0,114913,,6,26,5,11,10,15.5,10.12,16.2,23,74,17,38,66,6,17,23,S,1,40,,F,U,50700,25,60405
1,70524,23,3,10,1,2,10,13,10.8,10,17,87,13,35,54,6,17,21,A,1,49,65,F,H,51000,48,60084
1,70565,15,4,12,3,9,13,14,10.83,13.67,23,88,11,32,61,5,15,23,A,1,48,73,M,H,41300,44,30633
0,70411,,1,4,1,3,20,20,14,20,24,64,11,31,47,6,15,18,A,0,43,77,M,U,33000,36,30633
0,70597,,5,6,4,5,14,11.2,10.17,11.25,16,41,13,31,34,6,15,14,A,1,43,55,F,H,44300,37,35250
0,70620,,2,12,0,9,15,15,8.42,,19,127,11,31,68,4,4,29,A,1,49,64,U,U,53000,26,45669
0,70616,,0,4,0,1,25,0,20,,18,41,13,13,37,6,6,15,A,0,49,55,M,H,54600,30,45669
1,70696,12,3,12,1,8,12,11.33,6.75,12,16,126,14,33,62,6,14,28,S,1,27,50,F,H,56900,32,49432
1,70722,16,1,6,0,2,16,16,12.33,,18,77,11,26,48,4,4,16,A,1,30,7,F,H,35500,25,40824
0,70749,,3,12,0,3,20,18.67,12.42,,20,67,13,35,58,6,6,23,A,1,49,46,F,U,58600,20,44287
0,70764,,6,29,4,19,5,3.67,2.76,4,16,123,14,31,72,6,14,30,S,1,46,7,M,H,55500,35,41924
1,70774,4,8,10,5,6,4,3.88,3.7,3.4,15,41,12,32,34,6,16,15,A,1,43,41,F,H,39400,33,40588
1,70803,4,6,16,5,11,5,5.33,4.94,5,17,105,13,32,57,6,17,26,S,1,53,86,M,U,29900,38,33079
1,44828,6,5,14,1,2,9,9,6.86,9,16,68,14,35,54,6,16,22,A,1,53,73,M,H,39500,36,33079
0,70820,,8,32,6,15,5,5.25,4.23,5.33,17,121,13,31,75,6,17,33,S,1,49,47,F,H,48900,24,48691
0,70819,,3,17,3,13,10,9.33,6.65,9.33,17,128,12,32,70,5,14,29,A,1,49,71,F,H,48500,23,48691
0,189675,,1,1,1,1,20,20,20,20,23,23,3,8,7,1,4,4,E,0,43,,U,U,51500,30,0
1,70835,9,5,9,4,5,7,7.8,6.11,7.25,18,89,14,34,47,6,15,19,A,0,51,78,F,H,35400,39,36635
1,70863,20,1,14,0,9,16,16,6.57,,18,130,11,29,64,4,4,27,A,1,45,79,M,H,49400,40,41098
1,70881,15,3,5,3,4,20,16.67,13,16.67,16,44,14,31,36,6,14,14,A,0,51,40,M,H,33100,27,35658
0,898,,4,18,2,6,10,9.75,6.78,10,19,67,15,36,76,6,16,28,S,1,49,78,F,H,38800,29,41000
0,70939,,6,19,3,9,20,20,15.05,20,19,125,10,27,53,4,13,21,S,1,49,81,F,H,56600,27,53526
1,70946,10,2,11,2,7,10,10,14.09,10,15,57,14,36,53,6,17,22,S,1,49,51,F,H,49500,24,47582
0,70955,,4,4,3,3,10,10.5,10.5,10.67,15,30,13,26,24,6,13,11,A,1,44,79,F,H,58600,27,55769
0,70969,,2,18,2,12,10,10,5.83,10,21,113,11,29,68,4,12,24,A,1,44,58,F,H,71700,27,72649
0,9236,,1,16,1,6,5,5,6.31,5,9,105,31,51,81,5,14,20,A,1,44,,M,U,68600,22,0
0,71000,,1,3,1,2,15,15,15.67,15,24,44,11,30,35,5,13,14,A,0,12,37,F,U,88500,27,63701
1,70994,20,1,2,0,1,16,16,13,,23,40,10,28,31,4,4,11,A,0,11,39,M,U,96200,31,63701
1,68951,25,3,5,2,3,25,26.67,25,27.5,18,66,15,29,43,6,13,16,A,1,14,26,M,U,122300,31,0
1,71043,20,5,19,3,9,25,16.6,12.26,17.67,18,111,24,45,103,12,22,42,A,1,51,62,F,H,46600,29,44779
1,71078,10,5,11,1,2,11,11.2,10.18,12,18,41,13,34,38,6,17,16,A,1,38,80,F,U,56200,25,66942
0,62393,,3,15,2,10,20,20,11.27,20,24,111,11,33,75,6,17,29,A,1,22,85,M,U,88700,20,66222
0,71119,,3,9,1,3,17,15.67,16.89,17,25,89,9,28,55,4,13,22,A,0,51,66,F,H,35900,22,41985
0,71132,,8,34,7,17,5,9.5,9.74,9.14,23,101,8,28,66,4,15,27,S,1,16,75,F,H,58800,43,60859
0,71165,,5,11,2,4,8,8,6.82,8,15,88,14,34,54,6,15,21,A,1,40,81,M,H,81600,31,70851
0,71153,,1,2,0,1,20,20,15,,26,39,9,28,28,4,4,12,A,0,39,45,F,H,66000,25,70851
0,71181,,2,2,1,1,50,37.5,37.5,25,17,26,13,26,22,6,12,10,N,0,36,57,M,H,57100,32,47340
1,71190,20,2,7,0,2,20,16,8.43,,23,88,12,31,51,6,6,20,A,0,44,40,M,H,59500,30,47340
0,7710,,1,22,1,8,20,20,15.32,20,16,119,36,54,121,6,14,29,A,1,22,71,F,H,90500,15,47021
1,71255,13,2,12,2,7,15,13.5,12.17,13.5,17,89,13,31,62,6,15,23,S,1,34,82,M,H,45800,29,47021
0,71279,,2,9,2,8,28,25.5,15.33,25.5,17,89,14,32,64,6,15,23,A,1,14,,F,U,145000,20,0
1,71312,3,8,25,5,15,3,3.13,3.08,3.4,18,110,11,30,68,6,16,31,S,1,44,59,F,H,49700,20,45436
0,71298,,3,7,2,4,12,10.67,8.71,11,15,68,8,18,39,4,10,16,A,0,36,59,F,H,53400,32,45436
1,71332,7,6,16,4,8,7,7.5,7.31,7.5,21,92,11,30,58,5,15,25,S,1,49,61,M,H,47800,25,60554
1,71347,4,9,11,5,6,4,4.33,4.64,4.2,15,41,13,31,34,6,16,15,S,1,44,46,F,U,63800,27,0
0,71366,,1,2,0,0,10,15,12.5,,19,20,13,20,19,6,6,7,N,0,51,82,F,U,36200,32,47471
0,71376,,5,22,3,12,3,4,4.7,4,15,126,11,23,61,4,10,27,S,1,51,55,F,H,36400,28,43333
1,8531,10,4,19,2,10,10,10,6.37,10,15,130,14,32,89,6,13,29,A,1,49,37,M,H,49700,32,44004
1,8204,10,1,16,0,10,26,26,13.25,,27,126,27,49,97,5,5,31,A,1,51,82,F,H,30100,25,41397
1,71400,15,4,22,2,12,12,10.5,8,10,18,105,12,32,72,6,16,28,S,1,49,,M,H,60200,27,52363
1,71146,10,3,6,1,1,10,9.33,9,8,18,28,14,28,30,6,13,11,A,1,40,23,F,U,60200,32,52363
1,71427,30,1,4,0,2,19,19,16.5,,26,77,9,26,48,4,4,18,A,0,34,42,M,U,91400,28,41448
0,71426,,1,5,0,3,20,20,8,,24,73,11,29,42,6,6,16,A,0,30,39,U,U,27100,9,0
1,71425,7,7,11,4,7,9,7.29,6,7,18,74,12,30,49,6,15,20,A,1,38,53,M,H,71300,38,41448
0,71437,,1,15,0,6,12,12,8.6,,19,130,10,25,67,4,4,26,A,1,40,76,M,H,74700,28,41448
1,71491,25,1,2,0,0,25,25,17.5,,17,38,14,30,28,7,7,13,A,1,27,,F,U,78600,36,43628
0,71523,,5,10,3,5,25,14.6,12.8,13.67,18,57,13,34,50,6,17,21,S,1,30,86,M,H,31500,26,42145
0,71579,,3,8,2,6,15,18.33,15.38,20,18,103,13,30,61,6,14,25,S,1,25,,M,U,43800,16,0
1,72190,13,5,23,4,16,10,6.8,5.74,6.75,17,129,9,22,61,4,11,26,S,1,34,83,M,U,67300,35,0
1,71604,6,6,19,4,10,5,5.83,5.95,5,22,124,11,31,61,6,17,28,S,1,28,51,F,H,58800,33,41031
1,71616,50,4,8,2,5,34,28,27.63,25,15,55,15,37,47,6,17,20,A,1,18,41,M,U,50100,37,54375
1,71682,20,2,5,1,3,17,16,10.6,17,16,76,12,31,50,5,13,19,A,0,40,42,M,H,77000,30,51918
1,2311,5,7,15,3,6,7,6,5.33,6.67,7,62,26,47,66,11,21,27,A,0,0,,M,U,81700,0,0
1,4513,20,2,8,1,6,20,19,13,18,26,104,14,32,65,5,13,26,A,1,27,69,M,H,63000,35,51918
0,71704,,3,9,2,5,15,15,10.44,15,25,91,11,32,54,6,16,23,A,1,15,59,M,H,76100,25,46649
0,71701,,2,6,0,2,20,20,14.33,,19,90,13,30,53,6,6,22,A,0,24,73,F,H,59600,31,46649
1,5272,20,1,7,0,3,16,16,12,,26,109,12,30,62,4,4,26,A,0,24,72,M,U,89500,44,63917
1,71744,36,2,8,2,6,25,24.5,17,24.5,17,105,14,32,68,6,15,25,A,0,26,86,M,U,72700,19,61719
0,71866,,1,3,0,1,20,20,11,,18,53,12,27,32,6,6,13,A,0,30,61,F,U,20500,15,46005
0,71794,,4,5,2,2,25,23.75,24,22.5,18,29,13,27,25,6,13,11,A,1,27,31,F,U,78900,33,48034
0,71814,,3,21,3,12,11,7.33,4.48,7.33,25,81,10,30,62,5,15,24,A,1,24,54,F,H,132800,26,48034
1,71904,7,3,21,1,10,5,5,4.9,5,18,130,10,28,72,4,11,29,S,1,30,78,M,H,34700,29,46170
0,71884,,5,23,3,11,10,10.8,8.35,10,18,101,13,34,69,6,17,28,S,1,31,51,F,U,29500,36,0
1,71882,14,4,12,1,6,7,7.5,6.17,9,15,93,12,28,59,5,12,23,S,1,27,,F,U,57400,42,0
0,71873,,1,4,0,3,20,20,14,,24,92,9,19,37,4,4,13,A,0,40,46,F,H,66300,45,46170
0,71922,,2,3,2,2,10,7.5,11.67,7.5,21,33,11,25,29,5,12,10,A,0,32,49,M,H,25200,32,30768
1,71639,17,4,7,2,4,15,14.5,12.14,14.5,24,65,11,33,46,6,17,19,A,1,12,74,M,U,75500,25,64775
1,3638,15,3,5,3,3,14,13,12.2,13,15,28,26,40,40,7,14,12,A,0,0,,F,U,95100,0,0
0,71938,,3,3,3,3,10,6.67,6.67,6.67,16,24,14,25,24,6,11,9,N,1,51,50,F,H,43600,32,44677
1,71943,18,5,25,3,12,15,14.8,13.68,15,18,68,14,34,59,6,17,23,S,1,43,43,M,U,41700,33,44677
0,71967,,2,2,0,0,15,12.5,12.5,,17,32,10,25,23,4,4,9,A,0,40,84,F,U,56100,32,46283
1,72048,10,9,12,6,6,10,8.67,8.08,9.17,17,32,13,29,31,6,15,13,S,1,49,37,M,H,53100,37,58194
0,72109,,2,7,1,5,15,14,11.29,13,18,81,13,32,54,6,15,21,A,0,44,71,M,H,64100,32,55545
1,72139,10,5,17,4,12,10,10.4,8.29,10.5,19,112,13,35,76,6,17,30,S,1,49,59,F,H,48600,23,46774
0,72140,,1,1,1,1,20,20,20,20,21,21,8,15,14,3,6,5,N,0,39,31,F,H,60000,25,50954
1,7947,11,6,27,5,16,10,8.83,9.07,9.6,6,128,45,66,130,13,24,44,S,1,46,80,M,U,55700,31,0
1,72166,20,2,2,1,1,16,13,13,10,15,23,11,18,16,5,8,7,N,0,39,39,F,H,48300,24,53083
0,72209,,6,14,6,13,9,7.83,7.07,7.83,21,81,11,29,56,5,15,23,S,1,40,57,M,H,91800,31,63093
1,72193,10,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,40,46,F,H,91800,31,63093
1,72220,15,2,8,0,5,15,14,9.38,,15,112,11,29,58,4,4,23,A,0,24,74,F,H,83500,32,63093
0,72251,,4,4,3,3,12,7.5,7.5,6,16,33,11,25,25,5,11,10,A,0,49,33,F,H,57600,34,47579
1,72270,5,9,39,8,23,5,5.44,5.33,5.38,17,130,13,30,79,6,17,33,S,1,40,57,M,H,68300,38,47579
1,187807,22,3,10,1,5,16,14,12.1,12,18,57,7,15,25,2,6,10,E,0,49,14,M,U,61200,25,0
1,72308,46,2,8,2,6,21,23,19.25,23,25,91,11,32,63,6,16,25,A,1,36,77,F,H,60900,31,57088
1,72321,10,4,6,3,4,6,10.5,8.33,9.33,16,41,12,28,30,6,14,13,A,0,49,,M,U,62800,23,0
0,72359,,2,2,1,1,20,15,15,20,22,32,10,24,23,4,10,9,A,0,39,39,F,H,57000,29,49436
1,72366,20,1,4,1,1,15,15,10.5,15,21,54,11,28,36,5,12,14,A,0,43,50,M,H,44800,33,46333
1,3651,25,2,6,2,2,50,17.5,25.83,17.5,6,29,29,43,42,9,16,14,A,0,0,67,F,H,66800,0,52330
1,72410,20,3,14,2,11,20,20,14.57,20,25,130,13,35,74,6,17,31,S,1,36,,M,U,49200,38,44845
1,72409,10,1,19,1,13,10,10,8.89,10,23,129,4,13,56,2,7,22,A,1,41,16,F,H,31800,30,44845
0,72394,,3,6,3,4,12,10.67,8.5,10.67,20,53,12,27,37,6,12,13,A,1,36,57,F,U,39600,36,44845
0,72327,,1,8,0,2,14,14,9.5,,18,65,14,34,54,6,6,19,A,0,36,37,F,U,37200,25,44845
1,72416,5,2,18,1,10,10,7.5,6.72,5,18,122,12,30,72,5,13,30,A,1,46,81,M,H,66700,28,48542
1,72438,10,4,4,2,2,10,8.75,8.75,7.5,18,35,12,28,25,6,13,11,A,0,39,80,M,H,56100,41,54146
0,72431,,1,1,1,1,15,15,15,15,19,19,10,15,13,4,6,5,F,0,35,57,F,U,76700,29,54146
1,72444,10,5,7,4,6,12,9.6,8.57,9.5,21,44,12,31,36,6,15,15,A,1,49,32,M,H,52100,19,54146
0,72506,,3,7,0,2,15,15,11,,18,56,13,35,48,6,6,20,S,1,24,74,M,H,65700,30,47305
0,68701,,3,15,1,9,15,13.33,15.13,14,18,124,13,35,73,6,17,29,A,1,14,41,M,U,101800,33,0
0,12257,,3,61,2,11,10,7.33,3.95,6,18,164,14,30,82,6,14,31,A,1,41,81,M,U,35700,31,49054
0,72597,,1,1,0,0,15,15,15,,20,20,8,14,13,3,3,4,F,0,42,62,M,H,99400,45,57266
1,72617,9,3,11,2,5,4,8.67,5.45,9.5,15,69,15,33,53,6,13,18,S,1,51,,M,U,25800,26,42784
1,72679,10,5,6,4,4,9,7.8,7.33,8,16,34,13,29,28,6,14,12,A,1,43,33,F,H,33000,22,46404
0,72676,,3,3,2,2,17,14.67,14.67,13.5,16,23,13,24,22,5,10,9,N,1,51,68,F,H,36800,34,46404
0,72745,,4,5,3,3,9,8.5,8,8.33,18,28,13,25,24,6,12,10,A,1,36,,F,U,61500,23,0
1,72757,21,1,5,1,3,21,21,11,21,24,75,11,30,49,6,14,18,A,0,49,86,F,H,55900,29,56500
1,72796,15,3,7,1,3,15,12.33,9.57,11,18,103,15,34,59,6,15,23,A,0,44,48,M,H,57700,24,61870
0,72794,,4,15,3,9,25,21.25,14.47,21.67,20,85,15,36,67,6,17,25,A,1,36,48,M,H,58900,36,61870
0,72812,,6,18,5,13,12,10.67,11.39,10.4,16,128,14,36,74,6,17,34,S,1,35,78,M,H,109400,28,91481
0,72820,,1,1,1,1,20,20,20,20,16,16,12,17,14,5,7,6,F,0,53,,F,U,29400,40,0
0,72833,,2,8,0,3,21,20,14.63,,18,103,13,34,68,6,6,30,A,0,40,69,F,H,79100,28,66796
0,72829,,1,3,0,2,15,15,10.33,,26,57,9,27,35,4,4,14,A,0,40,66,M,H,79100,28,66796
1,190619,3,6,27,5,20,5,3.67,3.52,3.8,24,129,14,34,82,7,18,34,S,1,40,80,F,U,94300,33,66796
1,72851,35,2,19,1,14,30,27.5,13.11,30,19,129,13,35,81,6,17,34,A,1,31,85,F,U,41700,28,43514
1,72844,10,7,17,5,10,10,7.71,5.76,7.4,15,66,13,35,53,6,17,22,S,1,35,77,F,U,74000,32,43514
0,73771,,1,1,1,1,20,20,20,20,24,24,7,17,15,3,7,6,N,0,8,36,M,H,77000,37,65800
0,72876,,1,13,1,8,20,20,15.38,20,24,87,11,31,63,6,15,24,A,1,40,54,F,H,91800,29,67748
1,72871,12,5,7,4,4,10,15,16.43,17.5,17,44,13,35,42,6,17,17,A,1,42,69,M,H,77800,22,67748
1,72936,20,3,27,1,16,27,24.33,9.59,22,15,128,14,32,77,6,14,31,S,1,51,36,M,H,45700,36,46678
0,72960,,4,6,4,6,15,12.75,11.17,12.75,16,44,13,30,37,5,14,15,S,1,44,65,M,H,68000,38,57239
1,73008,12,6,14,3,7,11,10.33,8.21,10,15,62,14,36,54,6,17,22,S,1,49,45,F,H,58700,25,69515
1,73028,9,4,6,3,5,9,9.25,8.83,9.67,16,53,7,20,33,4,11,14,A,1,49,50,M,H,49600,29,43836
1,73030,25,1,3,0,1,15,15,11.67,,20,61,10,22,29,4,4,11,A,0,40,51,M,U,82100,31,0
1,73037,10,4,12,3,9,10,11.5,8.42,12,20,116,14,33,70,6,16,29,A,1,39,82,U,U,58400,25,0
0,188121,,3,8,2,3,25,20,17.5,20,6,51,27,47,55,8,17,20,A,0,49,57,F,U,75900,28,51973
0,73068,,2,2,2,2,20,12.5,12.5,12.5,19,33,10,23,24,4,9,8,A,0,27,,F,U,71400,7,0
0,179060,,2,5,1,3,25,27.5,26,30,26,57,11,33,47,5,16,20,A,0,44,,M,U,56200,26,0
1,73089,15,3,23,1,13,15,12.67,7.91,12,19,128,13,34,81,6,16,33,S,1,46,,F,U,76400,30,0
1,73144,25,4,9,2,4,25,25,22.22,25,19,96,14,36,68,6,17,26,A,1,39,74,F,U,69000,34,60591
1,73221,10,1,15,0,7,10,10,11,,25,128,10,28,71,5,5,28,A,1,28,,M,U,78400,23,0
1,73238,20,2,5,1,2,20,18,14.4,20,17,69,13,31,47,6,13,16,A,0,35,33,M,H,134800,21,61206
1,187722,7,2,5,2,3,6,8.5,6.2,8.5,17,53,6,14,20,1,5,8,E,0,35,,M,U,134800,21,0
1,186067,10,1,3,0,1,10,20,11.67,,9,45,17,32,35,5,5,11,A,0,40,79,F,U,92900,18,65393
1,73272,15,1,8,1,6,25,25,12.88,25,18,128,13,29,71,6,14,30,A,0,40,74,F,H,92900,18,65393
1,73282,25,2,6,2,4,25,25,20.83,25,17,68,13,34,58,6,17,24,A,0,18,75,M,H,80000,27,63092
1,73175,10,3,21,0,11,11,10.33,5.38,,16,125,14,32,75,5,5,30,S,1,18,79,M,H,87500,30,63092
0,73304,,5,10,2,2,6,5.2,4.7,5,16,56,12,31,42,6,15,17,A,0,37,87,F,U,43800,45,42790
0,73301,,2,2,0,0,15,12.5,12.5,,26,32,9,24,23,4,4,9,A,0,39,,M,H,57800,49,42790
1,73371,10,1,24,0,12,10,10,5.13,,19,126,11,24,70,4,4,25,A,1,30,78,U,U,36300,37,0
1,185309,7,8,30,6,15,20,6.75,5.2,5.5,6,122,19,39,79,7,18,32,S,1,27,65,F,U,62900,35,0
0,73400,,6,11,3,6,12,11,8.45,13,21,76,14,31,52,6,14,20,A,1,30,85,F,H,36700,29,36221
0,73387,,3,4,3,4,20,20,17.5,20,17,41,12,32,35,6,15,14,A,0,30,17,F,H,24900,37,36221
0,73441,,3,19,1,12,10,8.67,6.79,8,19,129,11,29,65,4,11,29,A,1,41,71,F,H,44100,27,36362
0,73461,,3,15,0,10,10,11.67,11.2,,25,93,12,34,68,6,6,27,S,1,39,30,F,U,45400,29,56224
1,73504,20,1,7,0,5,20,20,13.86,,19,75,14,28,52,6,6,19,A,1,46,58,F,H,46000,37,41395
1,73534,6,5,10,3,6,7,6.4,5.1,6.33,19,44,12,34,38,6,17,17,A,1,50,64,M,H,24600,35,48679
0,188538,,5,22,3,10,10,10,9.77,10,6,80,18,40,69,8,19,27,S,1,36,82,F,U,53000,29,57260
1,73555,15,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,38,,M,U,63300,14,57225
0,73682,,1,9,0,3,19,19,12.56,,26,116,6,22,46,3,3,24,A,0,5,46,F,H,62600,29,49173
0,73671,,3,11,1,8,20,12.67,9,8,16,111,8,16,38,4,9,18,S,1,16,74,M,U,58300,34,49173
0,6757,,1,21,1,6,10,15,9.05,15,6,91,37,52,97,8,17,31,A,1,11,76,F,U,75500,26,49173
1,73699,15,3,7,2,4,12,12.67,11.29,13.5,17,56,13,34,48,6,16,19,S,1,12,46,U,U,89000,15,0
1,73762,25,2,10,2,10,25,25,17.5,25,17,123,14,33,74,6,15,30,A,1,18,51,M,H,84000,25,58868
1,73754,25,4,22,2,12,20,18,13.32,18.5,21,111,13,33,78,6,16,29,A,1,11,79,F,H,90000,27,58868
1,9202,10,3,6,1,2,5,8.33,9.17,10,16,56,6,22,42,1,7,10,E,0,20,,M,U,84000,51,0
1,73786,12,4,7,1,2,10,10.25,8,10,17,51,13,32,39,6,15,16,S,1,12,74,M,H,117600,22,48514
0,73779,,2,2,1,1,35,27.5,27.5,20,20,33,13,31,29,6,14,12,A,0,18,,F,H,59700,28,48514
1,73740,10,1,5,0,1,15,15,8.2,,25,68,10,29,46,5,5,17,A,0,17,,M,U,53700,23,0
0,73820,,3,4,3,3,8,9.33,8.5,9.33,16,33,6,21,20,3,9,8,A,0,20,49,F,U,95800,19,0
1,73625,10,3,18,1,8,10,10,8.78,10,25,123,11,33,66,6,17,28,A,1,10,39,F,H,0,26,0
1,73685,10,4,19,1,12,12,11,8.58,10,18,130,14,32,73,6,15,32,S,1,16,80,M,U,64100,29,0
1,73873,32,3,9,1,6,27,24,15.22,25,19,105,13,34,64,6,17,26,A,1,13,81,M,U,111400,32,77218
1,73852,20,2,3,1,2,20,20,20,20,22,51,12,27,36,6,12,15,A,0,13,34,M,H,111400,32,77218
1,66163,10,3,6,0,1,20,14,10.5,,18,43,14,35,39,6,6,16,A,0,11,,F,U,92200,30,0
1,120821,20,1,8,0,1,15,15,9.63,,26,64,11,32,52,5,5,19,A,0,39,44,M,U,94600,30,77218
1,73915,5,8,31,5,18,3,3.63,3.52,3.6,21,128,10,32,75,5,16,31,S,1,21,83,F,U,56300,24,44931
0,73881,,1,1,0,0,15,15,15,,16,16,10,15,13,3,3,5,F,0,21,74,M,H,56300,24,44931
1,185394,5,8,24,5,12,5,10.63,8.92,10.8,4,109,26,45,83,7,18,31,A,1,16,70,F,H,64700,24,44931
0,73941,,3,5,1,1,20,18.33,16,20,23,52,12,32,42,6,15,18,A,0,51,54,M,U,47700,37,45417
1,14009,3,3,8,2,4,15,12.33,9.25,12.5,6,53,22,36,42,5,12,14,A,0,0,63,F,H,81300,36,44821
1,73984,10,4,18,3,8,10,11,9.72,10.67,15,89,15,35,70,6,15,24,A,1,53,64,M,U,36200,40,39750
1,66841,10,5,19,4,13,10,10.52,8.47,10.65,22,125,12,32,71,6,17,33,S,1,35,50,F,U,45700,41,42993
1,5967,10,3,26,1,9,8,10,8.08,10,6,123,32,49,105,5,12,28,A,1,53,46,M,U,41000,57,0
1,74043,12,6,15,5,9,11,12,13,11.8,23,78,12,34,57,6,17,24,A,1,45,73,F,H,41100,35,37197
1,69642,14,3,10,2,5,15,13.67,9.1,13,18,113,13,31,62,6,15,27,A,0,40,63,F,U,37300,27,0
1,74102,17,2,5,2,4,15,15,11.8,15,24,75,10,28,50,4,12,18,A,0,43,36,F,H,49600,38,43854
0,74186,,4,33,3,14,10,14,13,13.67,18,126,14,34,79,6,17,32,S,1,0,,F,U,70900,0,0
0,74140,,3,12,3,7,12,10.67,10.58,10.67,18,69,12,32,59,5,14,21,A,1,35,85,F,U,98000,33,52802
1,74183,5,7,21,3,11,5,5,4.48,5,17,105,8,27,60,4,12,24,S,1,0,,F,U,83600,0,0
0,74201,,4,7,2,3,15,11.5,10.14,12.5,24,41,11,29,32,6,15,14,S,1,49,,U,U,58000,36,45250
1,74235,26,2,12,0,8,21,21,13.5,,20,123,13,34,73,6,6,31,A,1,39,47,M,H,47300,43,43261
0,73513,,5,7,4,5,20,13.2,10.57,13.25,16,41,13,33,35,6,15,14,A,0,39,45,M,U,28100,19,0
1,74303,25,4,7,2,3,25,18.75,17.14,20,16,53,15,32,42,6,14,17,A,0,45,57,M,H,44400,34,42270
0,74305,,2,7,1,4,20,18,11.57,20,16,75,14,35,55,6,16,21,S,1,46,43,M,H,58200,26,42270
1,74345,25,2,16,1,8,25,24,10.19,25,16,127,14,34,77,5,14,31,A,1,39,62,M,H,53800,32,48399
0,74354,,2,8,2,7,15,13,10,13,20,107,13,30,57,5,12,25,A,1,43,36,F,U,54200,38,0
1,74360,21,1,3,0,1,15,15,10,,18,44,11,26,29,4,4,11,A,0,44,38,F,U,70400,30,55250
1,74361,10,3,16,2,8,10,12,10.06,10.5,23,57,13,34,50,6,17,21,S,1,43,26,M,U,54500,28,0
